dsc_fonte,municipio_origem,cod_ibge_origem,uf_origem,municipio_destino,cod_ibge_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada,local
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,CRUZEIRO DO SUL-RS                                ,4306205,RS        ,2018,6,2867,"475,02","0,1657",06/2018,RS        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MARAU-RS                                          ,4311809,RS        ,2018,6,2449,"483,04","0,1972",06/2018,RS        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,NATAL-RN                                          ,2408102,RN        ,2018,6,4265,"705,56","0,1654",06/2018,RN        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,PATOS-PB                                          ,2510808,PB        ,2018,6,3879,"701,39","0,1808",06/2018,PB        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MARACANAÚ-CE                                      ,2307650,CE        ,2018,6,4144,"766,91","0,1851",06/2018,CE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,ICÓ-CE                                            ,2305407,CE        ,2018,6,3806,"704,31","0,1851",06/2018,CE        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,JOÃO CÂMARA-RN                                    ,2405801,RN        ,2018,6,4207,"777,15","0,1847",06/2018,RN        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,UMARIZAL-RN                                       ,2414506,RN        ,2018,6,3914,"723,52","0,1849",06/2018,RN        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,AÇU-RN                                            ,2400208,RN        ,2018,6,4051,"748,41","0,1847",06/2018,RN        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,6,1380,"290,0","0,2101",06/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,6,1107,"240,0","0,2168",06/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,7,2287,"340,0","0,1487",07/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,7,874,"150,0","0,1716",07/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,7,670,"130,0","0,194",07/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,7,1107,"260,0","0,2349",07/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,7,1380,"310,0","0,2246",07/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,8,670,"120,0","0,1791",08/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,8,874,"150,0","0,1716",08/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,8,2287,"340,0","0,1487",08/2018,SP        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,MORADA NOVA-CE                                    ,2308708,CE        ,2018,8,4020,"750,02","0,1866",08/2018,CE        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,8,1380,"300,0","0,2174",08/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,8,1107,"250,0","0,2258",08/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,9,874,"140,0","0,1602",09/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,9,1107,"250,0","0,2258",09/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,9,2287,"345,0","0,1509",09/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,9,670,"120,0","0,1791",09/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,9,1380,"300,0","0,2174",09/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,10,670,"115,0","0,1716",10/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,10,2287,"310,0","0,1355",10/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,10,874,"135,0","0,1545",10/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,10,1380,"270,0","0,1957",10/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,10,1107,"220,0","0,1987",10/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ALTO ARAGUAIA-MT                                  ,5100300,MT        ,2018,11,874,"135,0","0,1545",11/2018,MT        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,11,2287,"310,0","0,1355",11/2018,SP        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,SANTARÉM-PA                                       ,1506807,PA        ,2018,11,1380,"260,0","0,1884",11/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,ITAITUBA-PA                                       ,1503606,PA        ,2018,11,1107,"210,0","0,1897",11/2018,PA        
PESQUISA                        ,SORRISO-MT                                        ,5107925,MT        ,RONDONÓPOLIS-MT                                   ,5107602,MT        ,2018,11,670,"115,0","0,1716",11/2018,MT        
CONTRATO                        ,SORRISO-MT                                        ,5107925,MT        ,SOBRAL-CE                                         ,2312908,CE        ,2018,12,3891,"527,69","0,1356",12/2018,CE        
