municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km
SINOP-MT                                          ,MT        ,MARCO-CE                                          ,CE        ,2014,Julho,4075,"352,5","0,0865"
SINOP-MT                                          ,MT        ,MORADA NOVA-CE                                    ,CE        ,2014,Julho,4075,"353,25","0,0867"
SINOP-MT                                          ,MT        ,QUIXADÁ-CE                                        ,CE        ,2014,Julho,4164,"349,5","0,0839"
SINOP-MT                                          ,MT        ,QUIXERAMOBIM-CE                                   ,CE        ,2014,Julho,4098,"345,83","0,0844"
SINOP-MT                                          ,MT        ,SANTA QUITÉRIA-CE                                 ,CE        ,2014,Julho,4010,"349,9","0,0873"
SINOP-MT                                          ,MT        ,SOBRAL-CE                                         ,CE        ,2014,Julho,4010,"342,4","0,0854"
SINOP-MT                                          ,MT        ,TAUÁ-CE                                           ,CE        ,2014,Julho,3672,"334,5","0,0911"
SINOP-MT                                          ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2014,Julho,3649,"320,33","0,0878"
SINOP-MT                                          ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2014,Julho,4071,"350,22","0,086"
SINOP-MT                                          ,MT        ,CATOLÉ DO ROCHA-PB                                ,PB        ,2014,Julho,3952,"339,0","0,0858"
SINOP-MT                                          ,MT        ,ITAPORANGA-PB                                     ,PB        ,2014,Julho,3849,"344,0","0,0894"
SINOP-MT                                          ,MT        ,MONTEIRO-PB                                       ,PB        ,2014,Julho,3894,"348,24","0,0894"
SINOP-MT                                          ,MT        ,PICUÍ-PB                                          ,PB        ,2014,Julho,4132,"357,5","0,0865"
SINOP-MT                                          ,MT        ,SOUSA-PB                                          ,PB        ,2014,Julho,3852,"351,11","0,0912"
SINOP-MT                                          ,MT        ,ESPERANTINA-PI                                    ,PI        ,2014,Julho,3875,"346,67","0,0895"
SINOP-MT                                          ,MT        ,LUZILÂNDIA-PI                                     ,PI        ,2014,Julho,3828,"351,58","0,0918"
SINOP-MT                                          ,MT        ,BREJO SANTO-CE                                    ,CE        ,2014,Julho,3718,"354,0","0,0952"
SINOP-MT                                          ,MT        ,SANTANA DO IPANEMA-AL                             ,AL        ,2014,Julho,3718,"348,0","0,0936"
SINOP-MT                                          ,MT        ,PALMEIRA DOS ÍNDIOS-AL                            ,AL        ,2014,Julho,3718,"375,5","0,101"
SINOP-MT                                          ,MT        ,MACEIÓ-AL                                         ,AL        ,2014,Julho,3754,"372,5","0,0992"
SINOP-MT                                          ,MT        ,ARAPIRACA-AL                                      ,AL        ,2014,Julho,3645,"341,25","0,0936"
SINOP-MT                                          ,MT        ,JAGUARIBE-CE                                      ,CE        ,2014,Julho,3940,"345,83","0,0878"
SINOP-MT                                          ,MT        ,ITAPIPOCA-CE                                      ,CE        ,2014,Julho,4150,"359,6","0,0867"
SINOP-MT                                          ,MT        ,CANINDÉ-CE                                        ,CE        ,2014,Julho,4143,"362,13","0,0874"
SINOP-MT                                          ,MT        ,ESTRELA-RS                                        ,RS        ,2014,Agosto,3928,"268,86","0,0684"
SINOP-MT                                          ,MT        ,JOÃO PESSOA-PB                                    ,PB        ,2014,Novembro,4097,"379,13","0,0925"
SINOP-MT                                          ,MT        ,NATAL-RN                                          ,RN        ,2014,Novembro,4285,"361,39","0,0843"
SINOP-MT                                          ,MT        ,AÇU-RN                                            ,RN        ,2014,Novembro,4093,"352,34","0,0861"
SINOP-MT                                          ,MT        ,CURRAIS NOVOS-RN                                  ,RN        ,2014,Novembro,4117,"354,43","0,0861"
SINOP-MT                                          ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2014,Novembro,4246,"365,57","0,0861"
SINOP-MT                                          ,MT        ,ITAPIPOCA-CE                                      ,CE        ,2014,Novembro,4150,"507,16","0,1222"
SINOP-MT                                          ,MT        ,MARACANAÚ-CE                                      ,CE        ,2014,Novembro,4224,"387,25","0,0917"
SINOP-MT                                          ,MT        ,RUSSAS-CE                                         ,CE        ,2014,Novembro,4085,"391,9","0,0959"
SINOP-MT                                          ,MT        ,QUIXADÁ-CE                                        ,CE        ,2014,Novembro,4164,"399,36","0,0959"
SINOP-MT                                          ,MT        ,MARAU-RS                                          ,RS        ,2015,Setembro,2555,"336,5","0,1317"
SINOP-MT                                          ,MT        ,IRECÊ-BA                                          ,BA        ,2015,Setembro,2958,"428,96","0,145"
SINOP-MT                                          ,MT        ,ITABERABA-BA                                      ,BA        ,2015,Setembro,3016,"428,96","0,1422"
SINOP-MT                                          ,MT        ,ICÓ-CE                                            ,CE        ,2015,Setembro,3856,"466,08","0,1209"
SINOP-MT                                          ,MT        ,IGUATU-CE                                         ,CE        ,2015,Setembro,3905,"466,08","0,1194"
SINOP-MT                                          ,MT        ,SENADOR POMPEU-CE                                 ,CE        ,2015,Setembro,4071,"444,42","0,1092"
SINOP-MT                                          ,MT        ,IMPERATRIZ-MA                                     ,MA        ,2015,Setembro,2971,"408,25","0,1374"
SINOP-MT                                          ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2015,Setembro,3649,"408,25","0,1119"
SINOP-MT                                          ,MT        ,CAICÓ-RN                                          ,RN        ,2015,Setembro,4023,"453,63","0,1128"
SINOP-MT                                          ,MT        ,CURRAIS NOVOS-RN                                  ,RN        ,2015,Setembro,4117,"453,63","0,1102"
SINOP-MT                                          ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2015,Setembro,4246,"428,53","0,1009"
SINOP-MT                                          ,MT        ,UMARIZAL-RN                                       ,RN        ,2015,Setembro,3963,"428,53","0,1081"
SINOP-MT                                          ,MT        ,NATAL-RN                                          ,RN        ,2015,Setembro,4285,"428,53","0,1"
SINOP-MT                                          ,MT        ,HERVAL D'OESTE-SC                                 ,SC        ,2015,Setembro,2396,"319,75","0,1335"
SINOP-MT                                          ,MT        ,MARACAJÁ-SC                                       ,SC        ,2015,Setembro,2814,"350,0","0,1244"
SINOP-MT                                          ,MT        ,SENADOR POMPEU-CE                                 ,CE        ,2017,Janeiro,4071,"408,28","0,1003"
SINOP-MT                                          ,MT        ,RIO BRANCO-AC                                     ,AC        ,2025,Janeiro,1857,"403,33","0,2172"
SINOP-MT                                          ,MT        ,JUAZEIRO DO NORTE-CE                              ,CE        ,2025,Janeiro,3436,"626,64","0,1824"
SINOP-MT                                          ,MT        ,IRECÊ-BA                                          ,BA        ,2025,Janeiro,2336,"470,37","0,2014"
SINOP-MT                                          ,MT        ,OEIRAS-PI                                         ,PI        ,2025,Janeiro,2172,"475,64","0,219"
SINOP-MT                                          ,MT        ,PIRIPIRI-PI                                       ,PI        ,2025,Janeiro,2294,"562,62","0,2453"
SINOP-MT                                          ,MT        ,MONTEIRO-PB                                       ,PB        ,2025,Janeiro,2803,"633,78","0,2261"
SINOP-MT                                          ,MT        ,IGUATU-CE                                         ,CE        ,2025,Janeiro,2563,"629,09","0,2455"
SINOP-MT                                          ,MT        ,MARACANAÚ-CE                                      ,CE        ,2025,Janeiro,2738,"689,78","0,2519"
SINOP-MT                                          ,MT        ,PATOS-PB                                          ,PB        ,2025,Janeiro,2800,"633,11","0,2261"
SINOP-MT                                          ,MT        ,MOSSORÓ-RN                                        ,RN        ,2025,Janeiro,2901,"605,17","0,2086"
SINOP-MT                                          ,MT        ,ICÓ-CE                                            ,CE        ,2025,Janeiro,3526,"641,62","0,182"
SORRISO-MT                                        ,MT        ,OEIRAS-PI                                         ,PI        ,2014,Janeiro,3331,"345,0","0,1036"
SORRISO-MT                                        ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2014,Janeiro,4207,"384,38","0,0914"
SORRISO-MT                                        ,MT        ,ARAPIRACA-AL                                      ,AL        ,2014,Janeiro,3626,"386,67","0,1066"
SORRISO-MT                                        ,MT        ,MACEIÓ-AL                                         ,AL        ,2014,Janeiro,3735,"374,08","0,1002"
