municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2019,Setembro,2210,"290,0","0,1312",09/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2019,Setembro,634,"100,0","0,1577",09/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2019,Setembro,1179,"150,0","0,1272",09/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2019,Outubro,1179,"150,0","0,1272",10/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2019,Outubro,2210,"285,0","0,129",10/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2019,Outubro,634,"100,0","0,1577",10/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2019,Novembro,2210,"280,0","0,1267",11/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2019,Novembro,1179,"150,0","0,1272",11/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2019,Novembro,634,"100,0","0,1577",11/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2019,Dezembro,634,"100,0","0,1577",12/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2019,Dezembro,1179,"150,0","0,1272",12/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2019,Dezembro,2210,"285,0","0,129",12/2019
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Janeiro,2210,"310,0","0,1403",01/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Janeiro,634,"120,0","0,1893",01/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Janeiro,1179,"165,0","0,1399",01/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Fevereiro,2210,"320,0","0,1448",02/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Fevereiro,1179,"160,0","0,1357",02/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Fevereiro,634,"110,0","0,1735",02/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Março,1179,"155,0","0,1315",03/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Março,2210,"320,0","0,1448",03/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Março,634,"110,0","0,1735",03/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Abril,2210,"320,0","0,1448",04/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Abril,634,"110,0","0,1735",04/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Abril,1179,"160,0","0,1357",04/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Maio,634,"105,0","0,1656",05/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Maio,2210,"315,0","0,1425",05/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Maio,1179,"150,0","0,1272",05/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Junho,1179,"165,0","0,1399",06/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Junho,634,"115,0","0,1814",06/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Junho,2210,"330,0","0,1493",06/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Julho,634,"120,0","0,1893",07/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Julho,2210,"340,0","0,1538",07/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Julho,1179,"170,0","0,1442",07/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Agosto,2210,"310,0","0,1403",08/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Agosto,1179,"150,0","0,1272",08/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Agosto,634,"105,0","0,1656",08/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Setembro,634,"100,0","0,1577",09/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Setembro,1179,"145,0","0,123",09/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Setembro,2210,"300,0","0,1357",09/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Outubro,634,"100,0","0,1577",10/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Outubro,1179,"145,0","0,123",10/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Outubro,2210,"280,0","0,1267",10/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Novembro,2210,"280,0","0,1267",11/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Novembro,634,"95,0","0,1498",11/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Novembro,1179,"135,0","0,1145",11/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2020,Dezembro,2210,"270,0","0,1222",12/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2020,Dezembro,1179,"130,0","0,1103",12/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2020,Dezembro,634,"90,0","0,142",12/2020
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Janeiro,634,"100,0","0,1577",01/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Janeiro,1179,"140,0","0,1187",01/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Janeiro,2210,"290,0","0,1312",01/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Fevereiro,634,"140,0","0,2208",02/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Fevereiro,2210,"340,0","0,1538",02/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Fevereiro,1179,"180,0","0,1527",02/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Março,634,"155,0","0,2445",03/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Março,1179,"220,0","0,1866",03/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Março,2210,"390,0","0,1765",03/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Abril,634,"115,0","0,1814",04/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Abril,1179,"180,0","0,1527",04/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Abril,2210,"340,0","0,1538",04/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Maio,2210,"340,0","0,1538",05/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Maio,634,"105,0","0,1656",05/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Maio,1179,"175,0","0,1484",05/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Junho,634,"115,0","0,1814",06/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Junho,1179,"175,0","0,1484",06/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Junho,2210,"350,0","0,1584",06/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Julho,1179,"160,0","0,1357",07/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Julho,2210,"360,0","0,1629",07/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Julho,634,"120,0","0,1893",07/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Agosto,2210,"330,0","0,1493",08/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Agosto,634,"105,0","0,1656",08/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Agosto,1179,"155,0","0,1315",08/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Setembro,634,"105,0","0,1656",09/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Setembro,1179,"155,0","0,1315",09/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Setembro,2210,"330,0","0,1493",09/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Outubro,2210,"340,0","0,1538",10/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,PORTO VELHO-RO                                    ,RO        ,2021,Outubro,1179,"150,0","0,1272",10/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,RONDONÓPOLIS-MT                                   ,MT        ,2021,Outubro,634,"115,0","0,1814",10/2021
CAMPO NOVO DO PARECIS-MT                          ,MT        ,SANTOS-SP                                         ,SP        ,2021,Novembro,2210,"350,0","0,1584",11/2021
